"from","to","color","arrows","length","width","label","font.size","font.color","log2FC.x","mlog10padj.x","sig.x","log2FC.y","mlog10padj.y","sig.y"
"LPC_14:0","PC_14:0_16:0","black","to",100,1,"",0,"black",2.27882573169687,0.463709229901504,"no",0.878905221952831,1.02050301176038,"no"
"LPC_18:0","PC_18:0_22:6","black","to",100,1,"",0,"black",0.66671747039882,0.148970831503461,"no",4.783270493815,0.725674046667427,"no"
"LPC_18:1","PC_18:1_18:1","black","to",100,1,"",0,"black",0.110192516686674,0.0426715729984782,"no",-0.606814169840573,1.07803302323096,"no"
"LPC_18:1","PC_18:1_19:1","black","to",100,1,"",0,"black",0.110192516686674,0.0426715729984782,"no",-3.97512544589208,3.37183608892605,"yes"
"LPC_18:1","PC_18:1_20:2","black","to",100,1,"",0,"black",0.110192516686674,0.0426715729984782,"no",-2.23328741789903,1.70426093165814,"yes"
"LPC_18:1","PC_18:1_22:6","black","to",100,1,"",0,"black",0.110192516686674,0.0426715729984782,"no",4.84136222813612,0.793245222759254,"no"
"PE_18:0_22:6","PS_18:0_22:6","black","to",100,1,"",0,"black",8.29810702736056,2.04419165358439,"yes",3.98663662268223,0.905192550942531,"no"
"LPE_18:0","PE_18:0_22:6","black","to",100,1,"Increase",40,"red",0.151785133419141,0.0677023603923515,"no",8.29810702736056,2.04419165358439,"yes"
"PE_18:1_18:1","PS_18:1_18:1","black","to",100,1,"",0,"black",-0.933751635291412,0.840793187344656,"no",-0.864735306727818,0.480501648182008,"no"
"PE_18:1_19:1","PS_18:1_19:1","black","to",100,1,"",0,"black",-1.92726912533922,0.562955330081556,"no",-9,0.678652327762779,"no"
"PE_18:1_20:2","PS_18:1_20:2","black","to",100,1,"",0,"black",-2.94817699242241,1.27924685004772,"no",-9,1.07803302323096,"no"
"LPE_22:6","PE_18:0_22:6","black","to",100,1,"",0,"black",6.95006224973679,0.817559528900465,"no",8.29810702736056,2.04419165358439,"yes"
"LPE_22:6","PE_18:1_22:6","black","to",100,1,"",0,"black",6.95006224973679,0.817559528900465,"no",5.21821358933462,1.09342605024476,"no"
"LPI_18:0","PI_18:0_22:6","black","to",100,1,"Increase",40,"red",0.0633039483860445,0.0282002487692916,"no",4.5675785660008,1.24215384196844,"no"
"LPS_18:0","PS_18:0_22:6","black","to",100,1,"",0,"black",-0.334337460202692,0.0802534453463904,"no",3.98663662268223,0.905192550942531,"no"
"PS_18:0_22:6","PE_18:0_22:6","#FF0000","to",100,12,"",0,"black",3.98663662268223,0.905192550942531,"no",8.29810702736056,2.04419165358439,"yes"
"PS_18:1_18:1","PE_18:1_18:1","black","to",100,1,"",0,"black",-0.864735306727818,0.480501648182008,"no",-0.933751635291412,0.840793187344656,"no"
"PS_18:1_19:1","PE_18:1_19:1","black","to",100,1,"",0,"black",-9,0.678652327762779,"no",-1.92726912533922,0.562955330081556,"no"
"PS_18:1_20:2","PE_18:1_20:2","#0000FF","to",100,12,"",0,"black",-9,1.07803302323096,"no",-2.94817699242241,1.27924685004772,"no"
"LPS_22:6","PS_18:0_22:6","black","to",100,1,"",0,"black",9,0.544716619617069,"no",3.98663662268223,0.905192550942531,"no"
"PC_18:1_18:1","PG_18:1_18:1","#7272FF","to",100,8,"",0,"black",-0.606814169840573,1.07803302323096,"no",-3.43526259225862,1.79469282350159,"yes"
"PE_18:1_18:1","PC_18:1_18:1","#7272FF","to",100,8,"",0,"black",-0.933751635291412,0.840793187344656,"no",-0.606814169840573,1.07803302323096,"no"
"PC_14:0_16:0","LPC_14:0","#FF7272","to",100,8,"",0,"black",0.878905221952831,1.02050301176038,"no",2.27882573169687,0.463709229901504,"no"
"PC_18:0_22:6","LPC_18:0","black","to",100,1,"",0,"black",4.783270493815,0.725674046667427,"no",0.66671747039882,0.148970831503461,"no"
"PE_18:0_22:6","PC_18:0_22:6","black","to",100,1,"Decrease",40,"blue",8.29810702736056,2.04419165358439,"yes",4.783270493815,0.725674046667427,"no"
"PC_18:1_18:1","LPC_18:1","black","to",100,1,"",0,"black",-0.606814169840573,1.07803302323096,"no",0.110192516686674,0.0426715729984782,"no"
"PC_18:1_19:1","LPC_18:1","black","to",100,1,"Increase",40,"red",-3.97512544589208,3.37183608892605,"yes",0.110192516686674,0.0426715729984782,"no"
"PC_18:1_20:2","LPC_18:1","black","to",100,1,"",0,"black",-2.23328741789903,1.70426093165814,"yes",0.110192516686674,0.0426715729984782,"no"
"PC_18:1_22:6","LPC_18:1","black","to",100,1,"",0,"black",4.84136222813612,0.793245222759254,"no",0.110192516686674,0.0426715729984782,"no"
"PE_18:1_19:1","PC_18:1_19:1","black","to",100,1,"",0,"black",-1.92726912533922,0.562955330081556,"no",-3.97512544589208,3.37183608892605,"yes"
"PE_18:1_20:2","PC_18:1_20:2","#0000FF","to",100,12,"",0,"black",-2.94817699242241,1.27924685004772,"no",-2.23328741789903,1.70426093165814,"yes"
"PE_18:1_22:6","PC_18:1_22:6","black","to",100,1,"",0,"black",5.21821358933462,1.09342605024476,"no",4.84136222813612,0.793245222759254,"no"
"PC_18:0_22:6","PS_18:0_22:6","#FF0000","to",100,12,"",0,"black",4.783270493815,0.725674046667427,"no",3.98663662268223,0.905192550942531,"no"
"PE_18:0_22:6","LPE_18:0","black","to",100,1,"Decrease",40,"blue",8.29810702736056,2.04419165358439,"yes",0.151785133419141,0.0677023603923515,"no"
"PC_18:1_18:1","PS_18:1_18:1","black","to",100,1,"",0,"black",-0.606814169840573,1.07803302323096,"no",-0.864735306727818,0.480501648182008,"no"
"PC_18:1_19:1","PS_18:1_19:1","#3939FF","to",100,10,"",0,"black",-3.97512544589208,3.37183608892605,"yes",-9,0.678652327762779,"no"
"PC_18:1_20:2","PS_18:1_20:2","black","to",100,1,"",0,"black",-2.23328741789903,1.70426093165814,"yes",-9,1.07803302323096,"no"
"PE_18:0_22:6","LPE_22:6","#FF0000","to",100,12,"Decrease",40,"blue",8.29810702736056,2.04419165358439,"yes",6.95006224973679,0.817559528900465,"no"
"PE_18:1_22:6","LPE_22:6","#FF3939","to",100,10,"",0,"black",5.21821358933462,1.09342605024476,"no",6.95006224973679,0.817559528900465,"no"
"PI_18:0_22:6","LPI_18:0","black","to",100,1,"",0,"black",4.5675785660008,1.24215384196844,"no",0.0633039483860445,0.0282002487692916,"no"
"PS_18:0_22:6","LPS_18:0","black","to",100,1,"",0,"black",3.98663662268223,0.905192550942531,"no",-0.334337460202692,0.0802534453463904,"no"
"PS_18:0_22:6","LPS_22:6","black","to",100,1,"",0,"black",3.98663662268223,0.905192550942531,"no",9,0.544716619617069,"no"
"PC_18:1_20:2","PG_18:1_20:2","#0000FF","to",100,12,"",0,"black",-2.23328741789903,1.70426093165814,"yes",-9,1.0407472266165,"no"
